ID PUMS Occupation,PUMS Occupation,Average Wage (2014),Average Wage (2015),Average Wage (2016),Average Wage (2017),Average Wage (2018)
"413031","Securities, commodities, & financial services sales agents",104075.54628667969,111502.98306917067,117160.10448859735,122439.08588339417,128085.88718450387
"413041","Travel agents",28908.975183475828,26827.851009532387,29677.33407175536,28890.170107892678,33135.872398983454
"413091","Sales representatives of services, except advertising, insurance, financial services, and travel",,,,,75405.68465396445
"414010","Sales representatives, wholesale & manufacturing",63673.512058350214,65857.12985749857,68256.52237430096,70966.74266213515,71076.52822078587
"419010","Models, demonstrators, & product promoters",10109.040890246564,12727.77468503977,11327.84752711338,12634.916871335763,14128.009697961746
"419020","Real estate brokers & sales agents",38930.016754561475,40893.04486970881,42762.28571689503,46107.68820152174,45788.16464860897
"419031","Sales engineers",98526.52458497189,100025.44452036794,115937.88348381256,113412.15859543193,114302.37259621057
"419041","Telemarketers",11853.499043371736,14158.621627931656,14009.318130600002,17878.987602344365,16602.927234296243
"419091","Doortodoor sales workers, news & street vendors, & related workers",9971.222089072544,11088.198053365282,12097.780924231174,12282.295904018509,15014.579809905379
"419099","Other Sales Workers",43214.321362405586,43523.18551273559,45126.49344355932,50625.62379484489,49811.006994059426
"431011","Firstline supervisors of office & administrative support workers",45172.81286764776,45315.12639245428,48000.37829149236,48822.88646197348,51474.93370277033
"432011","Switchboard operators, including answering service",19025.390196408396,20578.03682630381,21360.138442419222,25238.463052208834,24814.48653198653
"432021","Telephone operators",21545.960426286496,19214.154686546673,22574.464566774604,25416.581492125104,23567.28128890988
"432099","Communications equipment operators, all other",37807.468128613735,37912.64440484676,36190.194379213695,34117.636024130996,35284.3301988079
"433011","Bill & account collectors",26685.253030148593,27575.252992753893,29303.09005283965,31396.19166762309,32015.80007969609
"433021","Billing & posting clerks",28141.546583163214,29359.959135517212,30498.33065195766,30644.962885362685,32111.353407208382
"433031","Bookkeeping, accounting, & auditing clerks",27939.86996509502,28105.426575643203,28845.497335007898,30895.11274539152,31819.447904985824
"433051","Payroll & timekeeping clerks",33274.1284544918,34254.93579147805,34676.650701003266,37424.87914279279,38881.890813360274
"433061","Procurement clerks",49010.27628710816,48548.551488950354,52325.48565044152,59188.3478061057,60116.66424229266
"433071","Tellers",18926.838612649295,19599.710143411663,19333.41533359921,20309.826869573622,21044.30963575109
"4330XX","Other financial clerks",,,,,76459.69278730197
"434031","Court, municipal, & license clerks",29660.041326142342,31446.723294444204,33178.13318753937,32575.95363155698,34251.09261849092
"434041","Credit authorizers, checkers, & clerks",37353.45406721871,37978.24241252983,49391.68569121692,46280.69288820924,50966.25932024892
"434051","Customer service representatives",24318.19704270653,24692.385832560452,26090.139960007407,26496.92330961479,27884.848604958963
"434061","Eligibility interviewers, government programs",36840.35998746741,35534.34781774256,39414.40254208243,39806.25608526244,38881.758038448934
"434071","File clerks",18539.707196163483,19232.269088697438,18955.08192208496,20621.12715243395,21819.53147247697
"434081","Hotel, motel, & resort desk clerks",15672.935096922782,16522.91368788143,16888.488642094755,18668.256952841595,19269.40600610614
"434111","Interviewers, except eligibility & loan",17869.731469642556,20520.590319204333,23190.171018781897,24590.741281068575,24347.806867113257
"434121","Library assistants, clerical",13003.209842911665,12898.973266791018,14240.3857650247,14634.5641268168,13859.510676542597
"434131","Loan interviewers & clerks",38190.483716684925,37053.62823722312,39752.97871912867,45496.46341446502,45799.35143531926
"434141","New accounts clerks",35280.01405890195,41834.41847618006,35792.866088631985,45522.989180666555,45576.3970793935
"434161","Human resources assistants, except payroll & timekeeping",32253.518047528894,30638.76458802905,35168.61528007748,36520.816273738346,37992.32648727408
"434171","Receptionists & information clerks",17166.214713575657,17734.686884431798,18428.196895085573,18761.921306561824,19541.172381165226
"434181","Reservation & transportation ticket agents & travel clerks",29470.20049312641,29930.197406451116,35767.737174838694,34173.917494868074,39251.59386154625
"434XXX","Correspondence clerks & order clerks",23070.025278315585,24825.336117668423,26712.16468739866,25720.435668708746,26984.21232017397
"434YYY","Other information and records clerks",,,,,27589.80015808264
"435011","Cargo & freight agents",34778.70152106719,33843.75252791878,36465.62939012585,36899.342128379474,38814.796321134316
"435021","Couriers & messengers",25826.37704458562,25932.60706545685,24817.15468793406,24460.598202353965,26208.612460472315
"435031","Public safety telecommunicators",,,,,39323.02896738144
"435032","Dispatchers, except police, fire, and ambulance",,,,,35634.46485871115
"435041","Meter readers, utilities",30277.305616740086,33819.91195296435,34469.97323853407,33891.186842201765,35470.187222964894
"435051","Postal service clerks",37463.955934892016,39342.84958426743,38584.93746877545,38937.932638353326,40779.20914840321
"435052","Postal service mail carriers",40291.223754895786,40148.37467546955,41800.205012620805,40948.130963257885,41326.14809422975
"435053","Postal service mail sorters, processors, & processing machine operators",34368.84024826983,35141.13051950234,37936.63593152409,37304.28052648272,36905.257359247225
"435061","Production, planning, & expediting clerks",40213.878010884015,40668.753727909425,45486.466096424956,43699.0249434274,46822.00463330877
"435071","Shipping, receiving, & traffic clerks",24751.276922185807,24649.844002101036,25430.0403706487,25678.158212526898,27770.122364561186
"435111","Weighers, measurers, checkers, & samplers, recordkeeping",27302.464746291505,29588.814488821903,30659.382736973002,30846.36342721367,33170.42113873802
"436011","Executive secretaries and executive administrative assistants",,,,,51300.14741045749
"436012","Legal secretaries and administrative assistants",,,,,39372.70157108286
"436013","Medical secretaries and administrative assistants",,,,,29478.17755637593
"436014","Secretaries and administrative assistants, except legal, medical, and executive",,,,,27755.489638861174
"439021","Data entry keyers",21606.09418872425,22168.512408445,22996.209879788195,23754.29907384508,25072.17616907963
"439022","Word processors & typists",21845.7393350429,23122.794974839682,23106.996079375942,24472.27464810012,24805.881365056608
"439041","Insurance claims & policy processing clerks",32683.58946156354,33366.47706955416,34970.38235300634,37161.89423561264,40074.88062485708
"439051","Mail clerks & mail machine operators, except postal service",19476.359419851942,18811.88166135881,19403.450869290118,23426.70068094443,20649.290093235133
"439061","Office clerks, general",22821.51040625186,23332.600431631174,23888.588524042265,25463.40153450967,25708.452811023322
"439071","Office machine operators, except computer",18356.38352357548,19105.622316890334,20883.535789473684,19433.176086307303,20894.752276633404
"439081","Proofreaders & copy markers",19614.821222535902,17624.940206066218,21110.699162271176,23402.486630376265,23433.491456582633
"439111","Statistical assistants",34156.07411907655,40638.706699278664,38929.405795797145,43962.23313099561,45299.760374222606
"439XXX","Miscellaneous office & administrative support workers, including desktop publishers",31180.46172007616,32153.572135892256,33369.59613054232,34307.72961005778,34833.78800070796
"451011","Firstline supervisors of farming, fishing, & forestry workers",36142.81612544878,33474.83170941497,37719.36510028809,36176.37969847474,38573.60289524972
"452011","Agricultural inspectors",37626.0760347657,35424.30646133611,39073.92283378747,35736.04923767753,35221.6062014625
"452041","Graders & sorters, agricultural products",12297.622533658607,13872.127682974831,13486.086997736118,16782.44638678449,17467.36623740074
"4520XX","Miscellaneous agricultural workers, including animal breeders",15379.582180929128,16006.446254170933,16325.024309466871,16885.59237205611,18648.35158520343
"453031","Fishing and hunting workers",,,,,17481.699832633127
"454011","Forest & conservation workers",18206.350078429794,23150.742472179794,33388.56441075258,22179.994821072294,27884.009652586654
"454020","Logging workers",19567.178621659634,19490.99740425943,20345.26763773769,23302.88944174757,20360.101435951317
"471011","Firstline supervisors of construction trades & extraction workers",50059.84587899407,52850.27794616375,51618.44743201764,53761.80910286441,55532.87949848988
"472011","Boilermakers",38953.178368453264,49177.23959892927,43768.3480429605,47371.659402744146,51263.2036809816
"472031","Carpenters",21890.729992422996,23485.153665659545,25123.611454130423,26106.60559374988,27861.69783764069
"472040","Carpet, floor, & tile installers & finishers",19456.439519515316,21804.544030523535,21416.419118526494,24216.02411552269,23852.23213459048
"472050","Cement masons, concrete finishers, & terrazzo workers",25125.638559257037,28126.96012407657,29327.09718581532,31320.64341215128,31738.20299310242
"472061","Construction laborers",21213.249648262015,22129.999510012032,22782.03712027206,24154.925623289153,24993.55277741962
"472070","Construction equipment operators",,,,,42864.48789076856
"472080","Drywall installers, ceiling tile installers, & tapers",21722.840600004358,22126.88529808131,21642.034567388153,24455.3169795269,25525.805237297347
"472111","Electricians",40288.129650572846,43061.09673671302,43608.262713581775,44361.98920413641,47961.349916098065
"472121","Glaziers",30102.818990421165,31678.531370635897,34607.22566892374,39813.35539604055,36511.87632615944
"472130","Insulation workers",34729.099768753724,32197.559935034067,33847.57036346691,34165.99810635338,34115.52858506779
"472140","Painters & paperhangers",17867.818125510796,18279.55069833463,19586.45904791827,20379.759698130816,21658.384314440686
"472151","Pipelayers",,,,,42543.59074856914
"472152","Plumbers, pipefitters, and steamfitters",,,,,42818.8588668122
"472161","Plasterers & stucco masons",22892.12593464983,24753.298150136667,27941.940061396777,29082.14688831459,25688.444011243086
"472181","Roofers",19494.72573662502,20715.655327558223,22525.479768593697,24460.676725771733,24895.54407474161
"472211","Sheet metal workers",32843.85875504871,35169.86600525015,34777.88318351542,37661.71593099079,39378.72163864815
"472221","Structural iron & steel workers",36711.39464298801,39126.28815017065,41967.968393584524,45663.329544531945,45328.36408666894
"472231","Solar photovoltaic installers",,,,,30602.10639374425
"472XXX","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",23050.781647495587,25251.18273002444,26931.108341241325,28140.053285838905,30557.571983798203
"473010","Helpers, construction trades",19684.578447755324,19998.733867147508,18415.2968307608,18764.597654953082,18883.98043202033
"474011","Construction & building inspectors",40534.16737464987,41140.5012114418,43818.23431404844,46334.61870503597,43528.51058221568
"474021","Elevator installers & repairers",77681.17521453608,69832.92802734739,74823.62590239677,81648.08808898985,78993.51349393226
"474031","Fence erectors",20808.487058004765,18131.325747273895,22424.01378077004,18614.228760203958,24142.892926528937
"474041","Hazardous materials removal workers",34115.44932102934,34259.3518768566,32567.802451402855,36178.96082255303,36120.68584413848
"474051","Highway maintenance workers",31561.728129893403,33136.09149046959,31943.210950517594,34070.053493173604,35420.01580807634
"474061","Railtrack laying & maintenance equipment operators",43671.91989893472,47464.89208514383,44600.013064576335,46217.0147368421,47075.4348218313
"4740XX","Other construction and related workers",,,,,33783.57118618442
"475020","Surface mining machine operators and earth drillers",,,,,46333.96708760852
"475032","Explosives workers, ordnance handling experts, and blasters",,,,,39414.55618064516
"475040","Mining machine operators",54053.85543538718,57202.786291262135,54029.12039989106,55457.791265647604,55725.612583988746
"4750XX","Miscellaneous extraction workers, including roof bolters & helpers",47821.2269174492,49289.763844044755,41806.201343722765,43392.66418135586,50124.4575925761
"4750YY","Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",63395.67051642438,66033.48184445282,50792.65289386532,51696.933463469046,58978.55513193322
"491011","Firstline supervisors of mechanics, installers, & repairers",54354.319484551306,52475.45096508071,54315.98747493472,56416.82340565207,59724.400717669196
"492011","Computer, automated teller, & office machine repairers",32046.334402803557,34237.41908244067,34593.697688853674,35280.205043186375,34761.171100227104
"492020","Radio & telecommunications equipment installers & repairers",43454.72959874357,42523.91859067998,42469.59131812072,45194.29779096823,47880.816140548195
"492091","Avionics technicians",46228.62332309367,39319.32691155919,39208.24966302232,43336.92941462821,45845.245207563574
"492092","Electric motor, power tool, & related repairers",40235.587631876755,39077.25306577481,39851.08365504045,43780.052032922395,44918.6036741669
"492097","Electronic home entertainment equipment installers & repairers",30394.36809676419,32834.191279659295,31550.314184268027,36133.514537705196,35669.66931878883
"492098","Security & fire alarm systems installers",37421.462160494855,38069.241737917655,37659.226260257914,41358.95355369336,40981.286068261135
"49209X","Electrical & electronics repairers, transportation equipment, & industrial & utility",45691.921790745306,44618.057589434975,50182.402937249666,48421.33198805838,40568.0696125908
"493011","Aircraft mechanics & service technicians",45845.94930106189,47319.02972821973,50157.713232906026,50914.78888108235,54629.595179372736
"493021","Automotive body & related repairers",29138.0252653498,31794.68589657684,31913.044697522637,34114.718469578336,36090.86950308701
"493022","Automotive glass installers & repairers",23768.16781733899,26641.781344498722,24534.714131428096,32518.613247288697,27849.493465657855
"493023","Automotive service technicians & mechanics",28450.19805360347,29403.547624098002,29884.60926901703,31236.930644276355,32700.962293170953
"493031","Bus & truck mechanics & diesel engine specialists",36997.03138327572,37203.06323227656,38354.64021758203,39913.442487867396,42561.776809170515
"493040","Heavy vehicle & mobile equipment service technicians & mechanics",42857.292150548776,43549.29916631039,44525.73486755117,47760.2562536185,45031.43219698005
"493050","Small engine mechanics",22980.770746064125,22258.321162114316,24833.694910519425,24189.602158573463,22033.406554490313
"493090","Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",19894.784673579463,23847.03529328579,22337.412413805992,23442.839565200033,23637.992832394153
"499010","Control & valve installers & repairers",46791.806826687956,49119.71816257936,45737.053702882484,49652.714429207794,54831.718857860054
"499021","Heating, air conditioning, & refrigeration mechanics & installers",34805.352738535206,36589.21113665484,37442.582866284276,40537.821893358334,41834.64623642304
"499031","Home appliance repairers",23883.59130209793,28335.127120856174,28326.16785602783,28841.395920411425,28733.029980677733
"499043","Maintenance workers, machinery",40476.02136775461,45323.31502014867,42066.806263742794,42576.211891409635,43192.72521662099
"499044","Millwrights",48295.10515628641,48579.509895227005,52570.61717961183,49649.79634561905,52704.12226024904
"49904X","Industrial & refractory machinery mechanics",41660.71520678296,43117.131919805615,43639.945526464,46158.1000729514,46361.2582963049
"499051","Electrical powerline installers & repairers",60733.36603884358,64152.520326419486,62022.61322052709,68504.17053240503,72089.13452309306
"499052","Telecommunications line installers & repairers",40980.26876305649,42753.168177173946,42883.11500883007,44350.73137483356,46191.24771508047
"499060","Precision instrument & equipment repairers",37403.91555503833,38489.4764895978,38557.96609951681,42437.86860592051,42140.12146468856
"499071","Maintenance & repair workers, general",36188.277313013255,36075.87976938514,38156.86776178708,39254.860862530004,41418.94885261465
"499091","Coin, vending, & amusement machine servicers & repairers",25268.306368110447,23964.65512882839,26166.65476649942,30053.791645177927,32225.587555717273
"499094","Locksmiths & safe repairers",31556.858431529192,29776.42709941599,32605.01257861635,30490.546878997186,35088.986791048745
"499096","Riggers",33007.877872340425,43777.382327886626,42172.654335690364,41384.69208890065,42569.26232340058
"499098","Helpersinstallation, maintenance, & repair workers ",16506.501191561976,18015.56397087505,19559.75366270404,18969.815836782473,17728.77447153495
"4990XX","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",29913.93519432049,31237.48989624202,31093.403440040165,32538.343619454008,31377.703591623747
"511011","Firstline supervisors of production & operating workers",49865.07851199321,51496.274001136146,52000.839384672356,54089.66478611511,56309.380641356576
"512020","Electrical, electronics, & electromechanical assemblers",23358.31959932076,26700.47865136503,25704.20208528803,27034.50069645553,28291.43925667828
"512031","Engine & other machine assemblers",29211.56264258555,33804.57929927788,35852.96446186068,35123.636503067486,40322.247361379515
"512041","Structural metal fabricators & fitters",33672.0067081246,32905.87892596938,37050.194819089615,40226.08490287923,37854.13884259713
"5120XX","Other assemblers and fabricators",,,,,28336.09847510464
"513011","Bakers",16817.17048497371,17626.67715181346,17576.46347926611,18910.871504713155,19283.26554103458
"513020","Butchers & other meat, poultry, & fish processing workers",22554.470797707814,23367.916005486102,24402.254535863103,24522.141085973137,26032.003004006445
"513091","Food & tobacco roasting, baking, & drying machine operators & tenders",23062.85043754972,25950.68278631285,23139.309581922684,24388.7943735934,30000.154605263157
"513092","Food batchmakers",19889.67922171768,19207.672680368774,23023.337169997005,22674.477794384013,22714.559410281705
"513093","Food cooking machine operators & tenders",16081.349869451697,14838.417259211377,16944.368158894216,18701.01291849848,17196.257007330747
"513099","Food processing workers, all other",26318.657217873897,27270.071640012542,27954.85006471469,28240.588040259114,30094.411436158538
"514020","Forming machine setters, operators, and tenders, metal and plastic",,,,,40886.19620623137
"514031","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,,,,30391.796103354867
"514033","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,,,,29674.267250882865
"51403X","Other machine tool setters, operators, and tenders, metal and plastic",,,,,32167.691268423405
"514041","Machinists",39384.31923844268,39645.17441499024,40738.329403161275,41058.60716949035,41972.555296875165
"514050","Metal furnace operators, tenders, pourers, & casters",37409.38040602989,38366.67849090636,37135.00424328147,36646.99831063246,43421.88358040606
"5140XX","Model makers, patternmakers, & molding machine setters, metal & plastic",30536.407233926766,31574.470120595568,31142.341499345264,35185.03591160221,33208.15561439865
"514111","Tool & die makers",44807.83405427784,44176.44357317248,48890.73615729963,48166.72486514491,49367.10022465931
"514120","Welding, soldering, & brazing workers",33432.959095937586,34580.68007391866,34765.75666112749,36463.063394962344,38513.75980005706
"514XXX","Miscellaneous metal workers & plastic workers, including multiple machine tool setters",29592.970685664746,30175.388542774945,31273.834751943803,32437.411422286015,33730.36264920311
"515111","Prepress technicians & workers",31513.39309278826,25172.3834726091,26101.502345200995,27869.791549064204,31620.717738885258
"515112","Printing press operators",27645.09256897275,28549.047658525757,29139.544758350243,30499.49328431041,31112.5881429459
"515113","Print binding & finishing workers",20298.378586371786,23193.714342171446,26013.32030186812,24132.819290943018,29432.047223189416
"516011","Laundry & drycleaning workers",15388.722967217416,15571.066208840972,17210.588685240564,16405.635105281326,16155.151842684892
"516021","Pressers, textile, garment, & related materials",15431.640824561118,14164.774957056025,14995.201119642925,18355.67320389619,19378.78469526282
"516031","Sewing machine operators",16411.178607574082,15863.541080436647,17889.692433617383,17339.526843493844,19193.092221124723
"516040","Shoe & leather workers",16733.65775972638,15275.324648098233,16806.09202195019,27545.3162382204,17425.628341477437
"516050","Tailors, dressmakers, & sewers",15452.302118228614,15155.23838625801,15078.852117553928,16917.023854093146,17440.32133861889
"516060","Textile machine setters, operators, and tenders",,,,,22026.42293617813
"516093","Upholsterers",17942.896623278626,19301.377153640664,22457.944875653415,21059.06445417531,22006.009828405702
"51609X","Miscellaneous textile, apparel, & furnishings workers except upholsterers",24673.909218915007,23904.33185652211,23068.359180476546,26359.664042101827,29136.427428492945
"517011","Cabinetmakers & bench carpenters",23416.1973474242,21811.92226230653,24302.136700268915,24644.39461327868,26434.85324718448
"517021","Furniture finishers",20272.15127388535,18194.701963993455,19439.22933539015,17360.807663626456,19972.627694406547
"517041","Sawing machine setters, operators, & tenders, wood",20390.224855019937,20273.750174427765,23659.218925995454,24352.941804591563,23847.179577183884
"517042","Woodworking machine setters, operators, & tenders, except sawing",19539.062174624425,19404.758423674186,29480.197206141456,24667.400868256136,23802.20209028241
"5170XX","Miscellaneous woodworkers, including model makers & patternmakers",20992.70480321191,20752.428595674523,19381.04747028703,19994.50958574936,24286.40007122326
"518010","Power plant operators, distributors, & dispatchers",70217.20017021893,78350.53667946771,75775.05697172308,79680.21726608345,81238.81892801155
"518021","Stationary engineers & boiler operators",51405.08541706231,51618.450980562906,51988.911227931916,52093.2920146325,57166.40680366663
"518031","Water & wastewater treatment plant & system operators",42170.6095723251,44587.59708428433,43220.13454262297,44894.53528168947,45861.533544229416
"518090","Miscellaneous plant & system operators",56920.742804238245,56642.17793316348,57797.90000411252,64685.58457528688,64243.60165192887
"519010","Chemical processing machine setters, operators, & tenders",46112.86542522263,44479.65191838021,48864.527926355055,45413.991022540926,46828.62639914105
"519020","Crushing, grinding, polishing, mixing, & blending workers",31115.613378457274,33847.06629615657,32696.70874297081,36071.1543300569,38145.171971749754
"519030","Cutting workers",20441.81904030363,21491.20046957032,21911.130356866986,22404.0831863809,25475.23900293255
"519041","Extruding, forming, pressing, & compacting machine setters, operators, & tenders",28064.507481724966,30136.47063563393,30247.51371451621,30394.390700615924,30979.957980235547
"519051","Furnace, kiln, oven, drier, & kettle operators & tenders",36529.21095290252,32332.594828615787,35055.17396502765,34764.78726391912,37343.63645074741
"519061","Inspectors, testers, sorters, samplers, & weighers",33613.17958043756,34544.485536451866,34774.274946578495,35655.73691460055,37501.39082662101
"519071","Jewelers & precious stone & metal workers",22039.840819259793,23354.894100976955,18895.481286710914,22086.46564153167,23371.070815025927
"519080","Medical, dental, & ophthalmic laboratory technicians",29465.792695932058,28841.886057510404,30414.033071433874,34601.53713737913,32287.35879305663
"519111","Packaging & filling machine operators & tenders",19222.776983337477,19949.594484803223,21690.654054833736,22187.076024898404,22831.58776637727
"519120","Painting workers",29391.975765648986,29492.57965371956,33130.25534794119,33936.611597134426,34287.379915219564
"519151","Photographic process workers & processing machine operators",24125.504515389184,26816.654332776317,29689.677926285945,36555.60445697555,41106.227771830556
"519160","Computer numerically controlled tool operators and programmers",,,,,43462.63214328742
"519191","Adhesive bonding machine operators & tenders",22741.20879019626,24263.670627552914,24766.151010701546,26721.371923831215,29275.306714923765
"519194","Etchers & engravers",22483.290850444497,21941.448023886227,23918.929306523118,23593.888603130283,20994.93822597677
"519195","Molders, shapers, & casters, except metal & plastic",22372.731745006688,27790.766808171928,25127.86704212268,30172.340337204565,30732.15843700899
"519196","Paper goods machine setters, operators, & tenders",27930.78718060712,28886.456031756712,32845.32005374146,32904.52779999305,30313.924162696436
"519197","Tire builders",41198.38896383375,39024.79694439509,39974.503891509434,41058.979040168146,37860.24505905395
"519198","Helpersproduction workers",16407.226794841605,18007.517730596177,16311.446975491846,16184.226746718945,20143.176719972165
"5191XX","Miscellaneous production workers, including semiconductor processors",27089.90577216109,28578.615319294946,29245.414648436985,30671.384958470124,31909.206752332768
"531000","Supervisors of transportation & material moving workers",43937.31731703272,44863.52427303071,45827.2808638433,48243.57954413804,47475.97378414225
"532010","Aircraft pilots & flight engineers",103958.36332013238,107173.85427190005,110285.05718537416,124472.99252985371,128325.57360971063
"532020","Air traffic controllers & airfield operations specialists",72654.98363342059,74546.25977451689,70733.28042112486,79283.69261801097,69134.84321554394
"532031","Flight attendants",36124.73653084573,39035.065278912734,40955.59603324581,43508.128620689655,46891.309392561285
"533011","Ambulance drivers & attendants, except emergency medical technicians",21945.999208312718,21959.348882582475,27033.80651016457,21535.590818087676,25398.0552955665
"533030","Driver/sales workers & truck drivers",30663.348695404173,31878.26537028759,32962.92570429866,33542.65274093727,34856.05425975023
"533051","Bus drivers, school",,,,,19863.52543073626
"533052","Bus drivers, transit and intercity",,,,,31058.899701309867
"533053","Shuttle drivers and chauffeurs",,,,,20707.831104655925
"533054","Taxi drivers",,,,,15216.587330334216
"533099","Motor vehicle operators, all other",13268.438794175752,11984.372880049337,15488.17447610721,17726.419435179658,18588.12135445112
"534010","Locomotive engineers & operators",69397.17225664032,70748.03889235813,70956.83438042564,66027.04886658302,69443.49935299964
"534031","Railroad conductors & yardmasters",57160.15681833212,55542.2203482128,60890.609963853,62539.768680289104,64667.5100204567
"5340XX","Subway, streetcar, & other rail transportation workers",45329.3275261324,44698.67706511571,51717.60106087021,50218.80511130756,46574.12095859331
"535020","Ship & boat captains & operators",55493.02821533376,59405.14987755918,55972.18189696678,58688.85719007051,64123.83621117572
"5350XX","Sailors & marine oilers, & ship engineers",35093.502020180196,42170.8226372889,39564.745812323206,41276.66954860516,43008.61176881091
"536021","Parking lot attendants",15453.90528099591,16380.307346393987,15386.355805925547,16810.848773434787,16541.92193061992
"536030","Transportation service attendants",,,,,21263.76517167313
"536051","Transportation inspectors",48715.00253423919,47282.03194161762,48811.45721468272,49953.3969087349,53160.06936620906
"536061","Transportation attendants, except flight attendants",22384.577966234174,19823.080172491645,18882.892576897342,21997.77213907243,24966.799402687906
"5360XX","Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians",32973.29026707295,36279.05047468354,33518.02879838402,37312.24120326736,40877.101512156296
"537021","Crane & tower operators",48610.5267860557,54598.4748246744,52182.66908673021,50019.577371554384,55405.0080902622
"537051","Industrial truck & tractor operators",26221.975777072963,27043.3643324258,28650.94362593571,29173.717535161846,30213.867205829185
"537061","Cleaners of vehicles & equipment",15921.5733334636,15419.076306502104,16418.99258024861,16952.740202656827,17716.25996996296
"537062","Laborers & freight, stock, & material movers, hand",18942.3222114883,19611.34291001061,20224.702964143973,20924.577041753157,22082.812176526342
"537063","Machine feeders & offbearers",20780.026519910418,17708.064048692286,22457.850392086515,21639.02755039394,22374.14006741573
"537064","Packers & packagers, hand",14136.4243329556,15322.422994028044,15583.23018768833,16764.960524347476,17676.092460421492
"537065","Stockers and order fillers",,,,,18440.95980045285
"537070","Pumping station operators",47259.28918569582,46468.42675951993,46871.06388015405,50576.90486051418,45965.19671822664
"537081","Refuse & recyclable material collectors",19724.125425472368,20294.09460079648,23058.345746480532,22625.35303996795,25246.74422206517
"5370XX","Conveyor operators & tenders, & hoist & winch operators",33846.199135205505,36854.311679336555,34992.87693372214,31603.722100785726,39411.482942046954
"5371XX","Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",30907.672424603425,30637.432971451548,31043.979061525144,30769.63664825046,35020.16846580919
"551010","Military officer special & tactical operations leaders",51492.829205901166,58705.290972420255,54959.10398033066,55727.50978043912,60353.07798709779
"552010","Firstline enlisted military supervisors",51232.64304317889,51659.415554234445,54342.102979390234,55230.760887823664,57329.4220333777
"553010","Military enlisted tactical operations & air/weapons specialists & crew members",24150.20495409503,24336.394521889702,27022.53457365966,26541.926947477474,26961.67599210154
"559830","Military, rank not specified",39699.11135582413,40807.94673372682,42200.485750209555,43759.880826876906,45738.669377702245
"112020","Marketing & sales managers",85635.96235101503,87053.11671675241,89510.94704334656,90980.6682640437,
"112031","Public relations & fundraising managers",75664.421413079,72613.53291212782,80956.03978906262,79365.7794109261,
"113011","Administrative services managers (Legacy)",62089.226727745394,59260.9983623829,60778.2946140871,61351.23243142193,
"119071","Gaming managers",40402.9564701897,46044.33878569448,50733.05525653054,51349.75899748907,
"119XXX","Miscellaneous managers",73775.37370771795,75475.59719085923,77735.37525393162,80164.45112409556,
"132021","Appraisers & assessors of real estate",36889.31367424572,38523.36045154483,44658.40602977897,45857.8106401979,
"132099","Other financial specialists (Legacy)",78150.28373330466,79586.42062604355,79170.63157376727,90072.58119955585,
"151111","Computer & information research scientists",88480.6909741165,73422.90605546124,89614.27219687664,87690.37647262048,
"151121","Computer systems analysts (Legacy)",72289.6604968596,71377.41892850037,72974.9984944697,75550.11034658429,
"151122","Information security analysts (Legacy)",81806.200594423,84904.89710583998,88443.94398246144,88384.65401511853,
"151131","Computer programmers (Legacy)",68896.50844026679,70667.0507061242,73565.28027465042,74834.71201554956,
"151134","Web developers (Legacy)",46433.2868792764,45176.81805271273,46636.90119831905,47376.48665391109,
"15113X","Software developers, applications & systems software",90436.03420351261,90696.86340291896,96878.0802471133,100525.61682257934,
"151141","Database administrators",66938.71099693856,70293.9638013246,70555.1087375817,76124.92997675986,
"151142","Network & computer systems administrators",62940.079103880744,63350.00397350422,67597.0728650184,68661.3349005579,
"151143","Computer network architects (Legacy)",88125.24678065004,90757.759845872,93964.99578212824,95127.84827120812,
"151150","Computer support specialists (Legacy)",47323.806622439835,52719.194471523966,53194.65892552483,54641.39173096645,
"151199","Other Computer Occupations",63356.25428826535,64118.35036655705,64166.749875,68986.98099225957,
"171010","Architects, except naval",64723.623495006075,70813.9733968922,66725.99532151631,75180.22789674287,
"173010","Drafters",40535.30036639762,41169.102962585144,43035.31340698958,44836.19379371931,
"173020","Engineering technicians, except drafters",46000.50660314611,47013.77859603957,46819.58674880618,48696.23960131715,
"192040","Environmental scientists & geoscientists",82484.25108746067,83582.30265524934,76514.53686593997,72979.06519059469,
"193030","Psychologists",46141.78981913721,47871.044851945684,49593.57491397243,49912.38701220632,
"194011","Agricultural & food science technicians",35701.87934831369,40958.066817466126,33628.13280702574,38550.81499879113,
"211010","Counselors",32684.40239311417,33993.01715522523,34079.79460116308,35986.999607267346,
"211020","Social workers",37460.100965580656,37592.659353073665,39228.20004794559,40361.86015110396,
"232090","Miscellaneous legal support workers",43183.19053779967,43963.088940999725,43772.34675895847,44538.78803942475,
"253000","Other teachers & instructors",21446.588110869434,20164.657500823603,21470.19548021512,23374.594254069878,
"254021","Librarians",34159.02512275349,34212.55526319447,36064.5599238429,35935.487498870105,
